BallotName,BallotOrder,LocalityName,Percentage,PoliticalParty,PrecinctName,Votes
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,106 - GREEN HILL (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,106 - GREEN HILL (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,106 - GREEN HILL (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,106 - GREEN HILL (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,107 - BENNETT SPRINGS (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,107 - BENNETT SPRINGS (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,107 - BENNETT SPRINGS (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,107 - BENNETT SPRINGS (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,108 - WILDWOOD (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,108 - WILDWOOD (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,108 - WILDWOOD (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,108 - WILDWOOD (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,201 - PLANTATION (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,201 - PLANTATION (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,201 - PLANTATION (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,201 - PLANTATION (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,202 - BURLINGTON (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,202 - BURLINGTON (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,202 - BURLINGTON (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,202 - BURLINGTON (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,203 - MOUNTAIN VIEW (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,203 - MOUNTAIN VIEW (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,203 - MOUNTAIN VIEW (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,203 - MOUNTAIN VIEW (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,204 - BOTETOURT SPRINGS (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,204 - BOTETOURT SPRINGS (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,204 - BOTETOURT SPRINGS (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,204 - BOTETOURT SPRINGS (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,205 - ORCHARDS (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,205 - ORCHARDS (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,205 - ORCHARDS (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,205 - ORCHARDS (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,206 - HOLLINS (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,206 - HOLLINS (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,206 - HOLLINS (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,206 - HOLLINS (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,301 - BENT MOUNTAIN (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,301 - BENT MOUNTAIN (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,301 - BENT MOUNTAIN (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,301 - BENT MOUNTAIN (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,302 - POAGES MILL (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,302 - POAGES MILL (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,302 - POAGES MILL (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,302 - POAGES MILL (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,303 - WINDSOR HILLS (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,303 - WINDSOR HILLS (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,303 - WINDSOR HILLS (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,303 - WINDSOR HILLS (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,304 - OAK GROVE (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,304 - OAK GROVE (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,304 - OAK GROVE (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,304 - OAK GROVE (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,305 - CASTLE ROCK (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,305 - CASTLE ROCK (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,305 - CASTLE ROCK (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,305 - CASTLE ROCK (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,306 - GARST MILL (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,306 - GARST MILL (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,306 - GARST MILL (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,306 - GARST MILL (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,401 - SOUTH LINDENWOOD (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,401 - SOUTH LINDENWOOD (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,401 - SOUTH LINDENWOOD (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,401 - SOUTH LINDENWOOD (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,402 - BONSACK (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,402 - BONSACK (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,402 - BONSACK (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,402 - BONSACK (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,403 - NORTH VINTON (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,403 - NORTH VINTON (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,403 - NORTH VINTON (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,403 - NORTH VINTON (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,404 - SOUTH VINTON (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,404 - SOUTH VINTON (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,404 - SOUTH VINTON (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,404 - SOUTH VINTON (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,405 - NORTH LINDENWOOD (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,405 - NORTH LINDENWOOD (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,405 - NORTH LINDENWOOD (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,405 - NORTH LINDENWOOD (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,406 - MOUNT PLEASANT (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,406 - MOUNT PLEASANT (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,406 - MOUNT PLEASANT (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,406 - MOUNT PLEASANT (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,69.03%,Republican,501 - COTTON HILL (06),546.0
Terry R. McAuliffe,2.0,Roanoke County,30.85%,Democratic,501 - COTTON HILL (06),244.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,501 - COTTON HILL (06),0.0
Write In,2147483647.0,Roanoke County,0.13%,Write-In,501 - COTTON HILL (06),1.0
Glenn A. Youngkin,1.0,Roanoke County,66.88%,Republican,502 - PENN FOREST (06),424.0
Terry R. McAuliffe,2.0,Roanoke County,32.02%,Democratic,502 - PENN FOREST (06),203.0
Princess L. Blanding,3.0,Roanoke County,1.10%,Liberation,502 - PENN FOREST (06),7.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,502 - PENN FOREST (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,64.50%,Republican,503 - CAVE SPRING (06),525.0
Terry R. McAuliffe,2.0,Roanoke County,34.64%,Democratic,503 - CAVE SPRING (06),282.0
Princess L. Blanding,3.0,Roanoke County,0.86%,Liberation,503 - CAVE SPRING (06),7.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,503 - CAVE SPRING (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,58.51%,Republican,504 - OGDEN (06),392.0
Terry R. McAuliffe,2.0,Roanoke County,40.00%,Democratic,504 - OGDEN (06),268.0
Princess L. Blanding,3.0,Roanoke County,1.34%,Liberation,504 - OGDEN (06),9.0
Write In,2147483647.0,Roanoke County,0.15%,Write-In,504 - OGDEN (06),1.0
Glenn A. Youngkin,1.0,Roanoke County,77.52%,Republican,505 - CLEARBROOK (06),531.0
Terry R. McAuliffe,2.0,Roanoke County,22.04%,Democratic,505 - CLEARBROOK (06),151.0
Princess L. Blanding,3.0,Roanoke County,0.44%,Liberation,505 - CLEARBROOK (06),3.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,505 - CLEARBROOK (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,62.63%,Republican,506 - MOUNT VERNON (06),357.0
Terry R. McAuliffe,2.0,Roanoke County,36.49%,Democratic,506 - MOUNT VERNON (06),208.0
Princess L. Blanding,3.0,Roanoke County,0.88%,Liberation,506 - MOUNT VERNON (06),5.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,506 - MOUNT VERNON (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,507 - HUNTING HILLS (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,507 - HUNTING HILLS (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,507 - HUNTING HILLS (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,507 - HUNTING HILLS (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,0.00%,Republican,# AB - Central Absentee Precinct (06),0.0
Terry R. McAuliffe,2.0,Rockbridge County,0.00%,Democratic,# AB - Central Absentee Precinct (06),0.0
Princess L. Blanding,3.0,Rockbridge County,0.00%,Liberation,# AB - Central Absentee Precinct (06),0.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,# AB - Central Absentee Precinct (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,0.00%,Republican,# EV - Central Absentee Precinct (06),0.0
Terry R. McAuliffe,2.0,Rockbridge County,0.00%,Democratic,# EV - Central Absentee Precinct (06),0.0
Princess L. Blanding,3.0,Rockbridge County,0.00%,Liberation,# EV - Central Absentee Precinct (06),0.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,# EV - Central Absentee Precinct (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,0.00%,Republican,# PE - Central Absentee Precinct (06),0.0
Terry R. McAuliffe,2.0,Rockbridge County,0.00%,Democratic,# PE - Central Absentee Precinct (06),0.0
Princess L. Blanding,3.0,Rockbridge County,0.00%,Liberation,# PE - Central Absentee Precinct (06),0.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,# PE - Central Absentee Precinct (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,0.00%,Republican,## Provisional (06),0.0
Terry R. McAuliffe,2.0,Rockbridge County,0.00%,Democratic,## Provisional (06),0.0
Princess L. Blanding,3.0,Rockbridge County,0.00%,Liberation,## Provisional (06),0.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,## Provisional (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,69.70%,Republican,101 - AIRPORT (06),391.0
Terry R. McAuliffe,2.0,Rockbridge County,30.12%,Democratic,101 - AIRPORT (06),169.0
Princess L. Blanding,3.0,Rockbridge County,0.18%,Liberation,101 - AIRPORT (06),1.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,101 - AIRPORT (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,80.05%,Republican,102 - BEN SALEM (06),349.0
Terry R. McAuliffe,2.0,Rockbridge County,19.50%,Democratic,102 - BEN SALEM (06),85.0
Princess L. Blanding,3.0,Rockbridge County,0.46%,Liberation,102 - BEN SALEM (06),2.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,102 - BEN SALEM (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,83.85%,Republican,103 - PLANK ROAD (06),244.0
Terry R. McAuliffe,2.0,Rockbridge County,15.12%,Democratic,103 - PLANK ROAD (06),44.0
Princess L. Blanding,3.0,Rockbridge County,0.69%,Liberation,103 - PLANK ROAD (06),2.0
Write In,2147483647.0,Rockbridge County,0.34%,Write-In,103 - PLANK ROAD (06),1.0
Glenn A. Youngkin,1.0,Rockbridge County,81.39%,Republican,104 - EFFINGER (06),223.0
Terry R. McAuliffe,2.0,Rockbridge County,18.61%,Democratic,104 - EFFINGER (06),51.0
Princess L. Blanding,3.0,Rockbridge County,0.00%,Liberation,104 - EFFINGER (06),0.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,104 - EFFINGER (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,75.88%,Republican,201 - COLLIERSTOWN (06),280.0
Terry R. McAuliffe,2.0,Rockbridge County,24.12%,Democratic,201 - COLLIERSTOWN (06),89.0
Princess L. Blanding,3.0,Rockbridge County,0.00%,Liberation,201 - COLLIERSTOWN (06),0.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,201 - COLLIERSTOWN (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,73.16%,Republican,202 - HIGHLAND BELLE (06),605.0
Terry R. McAuliffe,2.0,Rockbridge County,26.36%,Democratic,202 - HIGHLAND BELLE (06),218.0
Princess L. Blanding,3.0,Rockbridge County,0.36%,Liberation,202 - HIGHLAND BELLE (06),3.0
Write In,2147483647.0,Rockbridge County,0.12%,Write-In,202 - HIGHLAND BELLE (06),1.0
Glenn A. Youngkin,1.0,Rockbridge County,66.67%,Republican,203 - VO-TECH (06),134.0
Terry R. McAuliffe,2.0,Rockbridge County,32.34%,Democratic,203 - VO-TECH (06),65.0
Princess L. Blanding,3.0,Rockbridge County,1.00%,Liberation,203 - VO-TECH (06),2.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,203 - VO-TECH (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,75.00%,Republican,301 - MAURY RIVER (06),300.0
Terry R. McAuliffe,2.0,Rockbridge County,23.75%,Democratic,301 - MAURY RIVER (06),95.0
Princess L. Blanding,3.0,Rockbridge County,1.25%,Liberation,301 - MAURY RIVER (06),5.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,301 - MAURY RIVER (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,82.91%,Republican,302 - NATURAL BRIDGE (06),393.0
Terry R. McAuliffe,2.0,Rockbridge County,16.88%,Democratic,302 - NATURAL BRIDGE (06),80.0
Princess L. Blanding,3.0,Rockbridge County,0.21%,Liberation,302 - NATURAL BRIDGE (06),1.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,302 - NATURAL BRIDGE (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,85.14%,Republican,303 - FALLING SPRING (06),189.0
Terry R. McAuliffe,2.0,Rockbridge County,14.86%,Democratic,303 - FALLING SPRING (06),33.0
Princess L. Blanding,3.0,Rockbridge County,0.00%,Liberation,303 - FALLING SPRING (06),0.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,303 - FALLING SPRING (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,76.52%,Republican,401 - FAIRFIELD (06),414.0
Terry R. McAuliffe,2.0,Rockbridge County,22.92%,Democratic,401 - FAIRFIELD (06),124.0
Princess L. Blanding,3.0,Rockbridge County,0.55%,Liberation,401 - FAIRFIELD (06),3.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,401 - FAIRFIELD (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,84.38%,Republican,402 - MOUNTAIN VIEW (06),594.0
Terry R. McAuliffe,2.0,Rockbridge County,15.34%,Democratic,402 - MOUNTAIN VIEW (06),108.0
Princess L. Blanding,3.0,Rockbridge County,0.28%,Liberation,402 - MOUNTAIN VIEW (06),2.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,402 - MOUNTAIN VIEW (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,87.83%,Republican,403 - VESUVIUS (06),231.0
Terry R. McAuliffe,2.0,Rockbridge County,12.17%,Democratic,403 - VESUVIUS (06),32.0
Princess L. Blanding,3.0,Rockbridge County,0.00%,Liberation,403 - VESUVIUS (06),0.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,403 - VESUVIUS (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,89.08%,Republican,501 - GOSHEN (06),253.0
Terry R. McAuliffe,2.0,Rockbridge County,9.51%,Democratic,501 - GOSHEN (06),27.0
Princess L. Blanding,3.0,Rockbridge County,0.70%,Liberation,501 - GOSHEN (06),2.0
Write In,2147483647.0,Rockbridge County,0.70%,Write-In,501 - GOSHEN (06),2.0
Glenn A. Youngkin,1.0,Rockbridge County,0.00%,Republican,502 - MEADOWVIEW (06),0.0
Terry R. McAuliffe,2.0,Rockbridge County,0.00%,Democratic,502 - MEADOWVIEW (06),0.0
Princess L. Blanding,3.0,Rockbridge County,0.00%,Liberation,502 - MEADOWVIEW (06),0.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,502 - MEADOWVIEW (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,0.00%,Republican,503 - ROCKBRIDGE BATHS (06),0.0
Terry R. McAuliffe,2.0,Rockbridge County,0.00%,Democratic,503 - ROCKBRIDGE BATHS (06),0.0
Princess L. Blanding,3.0,Rockbridge County,0.00%,Liberation,503 - ROCKBRIDGE BATHS (06),0.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,503 - ROCKBRIDGE BATHS (06),0.0
Glenn A. Youngkin,1.0,Rockbridge County,0.00%,Republican,504 - ROCKBRIDGE (06),0.0
Terry R. McAuliffe,2.0,Rockbridge County,0.00%,Democratic,504 - ROCKBRIDGE (06),0.0
Princess L. Blanding,3.0,Rockbridge County,0.00%,Liberation,504 - ROCKBRIDGE (06),0.0
Write In,2147483647.0,Rockbridge County,0.00%,Write-In,504 - ROCKBRIDGE (06),0.0
Glenn A. Youngkin,1.0,Rockingham County,0.00%,Republican,# AB - Central Absentee Precinct (06),0.0
Terry R. McAuliffe,2.0,Rockingham County,0.00%,Democratic,# AB - Central Absentee Precinct (06),0.0
Princess L. Blanding,3.0,Rockingham County,0.00%,Liberation,# AB - Central Absentee Precinct (06),0.0
Write In,2147483647.0,Rockingham County,0.00%,Write-In,# AB - Central Absentee Precinct (06),0.0
Glenn A. Youngkin,1.0,Rockingham County,0.00%,Republican,# EV - Central Absentee Precinct (06),0.0
Terry R. McAuliffe,2.0,Rockingham County,0.00%,Democratic,# EV - Central Absentee Precinct (06),0.0
Princess L. Blanding,3.0,Rockingham County,0.00%,Liberation,# EV - Central Absentee Precinct (06),0.0
Write In,2147483647.0,Rockingham County,0.00%,Write-In,# EV - Central Absentee Precinct (06),0.0
Glenn A. Youngkin,1.0,Rockingham County,0.00%,Republican,# PE - Central Absentee Precinct (06),0.0
Terry R. McAuliffe,2.0,Rockingham County,0.00%,Democratic,# PE - Central Absentee Precinct (06),0.0
Princess L. Blanding,3.0,Rockingham County,0.00%,Liberation,# PE - Central Absentee Precinct (06),0.0
Write In,2147483647.0,Rockingham County,0.00%,Write-In,# PE - Central Absentee Precinct (06),0.0
Glenn A. Youngkin,1.0,Rockingham County,0.00%,Republican,## Provisional (06),0.0
Terry R. McAuliffe,2.0,Rockingham County,0.00%,Democratic,## Provisional (06),0.0
Princess L. Blanding,3.0,Rockingham County,0.00%,Liberation,## Provisional (06),0.0
Write In,2147483647.0,Rockingham County,0.00%,Write-In,## Provisional (06),0.0
Glenn A. Youngkin,1.0,Rockingham County,77.54%,Republican,101 - BROADWAY (06),1060.0
Terry R. McAuliffe,2.0,Rockingham County,21.65%,Democratic,101 - BROADWAY (06),296.0
Princess L. Blanding,3.0,Rockingham County,0.80%,Liberation,101 - BROADWAY (06),11.0
Write In,2147483647.0,Rockingham County,0.00%,Write-In,101 - BROADWAY (06),0.0
Glenn A. Youngkin,1.0,Rockingham County,83.22%,Republican,102 - TIMBERVILLE (06),625.0
Terry R. McAuliffe,2.0,Rockingham County,15.98%,Democratic,102 - TIMBERVILLE (06),120.0
Princess L. Blanding,3.0,Rockingham County,0.80%,Liberation,102 - TIMBERVILLE (06),6.0
Write In,2147483647.0,Rockingham County,0.00%,Write-In,102 - TIMBERVILLE (06),0.0
Glenn A. Youngkin,1.0,Rockingham County,91.40%,Republican,103 - FULKS RUN (06),723.0
Terry R. McAuliffe,2.0,Rockingham County,8.22%,Democratic,103 - FULKS RUN (06),65.0
Princess L. Blanding,3.0,Rockingham County,0.38%,Liberation,103 - FULKS RUN (06),3.0
Write In,2147483647.0,Rockingham County,0.00%,Write-In,103 - FULKS RUN (06),0.0
Glenn A. Youngkin,1.0,Rockingham County,91.09%,Republican,104 - BERGTON (06),276.0
Terry R. McAuliffe,2.0,Rockingham County,8.91%,Democratic,104 - BERGTON (06),27.0
Princess L. Blanding,3.0,Rockingham County,0.00%,Liberation,104 - BERGTON (06),0.0
Write In,2147483647.0,Rockingham County,0.00%,Write-In,104 - BERGTON (06),0.0
Glenn A. Youngkin,1.0,Rockingham County,88.05%,Republican,105 - LACEY SPRING (06),516.0
Terry R. McAuliffe,2.0,Rockingham County,11.77%,Democratic,105 - LACEY SPRING (06),69.0
Princess L. Blanding,3.0,Rockingham County,0.17%,Liberation,105 - LACEY SPRING (06),1.0
Write In,2147483647.0,Rockingham County,0.00%,Write-In,105 - LACEY SPRING (06),0.0
Glenn A. Youngkin,1.0,Rockingham County,85.27%,Republican,106 - TENTH LEGION (06),498.0
Terry R. McAuliffe,2.0,Rockingham County,14.21%,Democratic,106 - TENTH LEGION (06),83.0
