BallotName,BallotOrder,LocalityName,Percentage,PoliticalParty,PrecinctName,Votes
Write In,2147483647.0,Loudoun County,1.23%,Write-In,506 - BRANDON PARK (10),6.0
Joseph R. Biden,1.0,Loudoun County,35.06%,Democratic,507 - GREENWAY (10),122.0
Donald J. Trump,2.0,Loudoun County,60.06%,Republican,507 - GREENWAY (10),209.0
Jo Jorgensen,3.0,Loudoun County,1.44%,Libertarian,507 - GREENWAY (10),5.0
Write In,2147483647.0,Loudoun County,3.45%,Write-In,507 - GREENWAY (10),12.0
Joseph R. Biden,1.0,Loudoun County,43.19%,Democratic,508 - BALLS BLUFF (10),409.0
Donald J. Trump,2.0,Loudoun County,53.43%,Republican,508 - BALLS BLUFF (10),506.0
Jo Jorgensen,3.0,Loudoun County,2.85%,Libertarian,508 - BALLS BLUFF (10),27.0
Write In,2147483647.0,Loudoun County,0.53%,Write-In,508 - BALLS BLUFF (10),5.0
Joseph R. Biden,1.0,Loudoun County,51.32%,Democratic,509 - TOLBERT (10),507.0
Donald J. Trump,2.0,Loudoun County,45.75%,Republican,509 - TOLBERT (10),452.0
Jo Jorgensen,3.0,Loudoun County,2.13%,Libertarian,509 - TOLBERT (10),21.0
Write In,2147483647.0,Loudoun County,0.81%,Write-In,509 - TOLBERT (10),8.0
Joseph R. Biden,1.0,Loudoun County,34.11%,Democratic,510 - HERITAGE (10),132.0
Donald J. Trump,2.0,Loudoun County,63.82%,Republican,510 - HERITAGE (10),247.0
Jo Jorgensen,3.0,Loudoun County,0.52%,Libertarian,510 - HERITAGE (10),2.0
Write In,2147483647.0,Loudoun County,1.55%,Write-In,510 - HERITAGE (10),6.0
Joseph R. Biden,1.0,Loudoun County,46.03%,Democratic,615 - HILLSIDE (10),383.0
Donald J. Trump,2.0,Loudoun County,50.24%,Republican,615 - HILLSIDE (10),418.0
Jo Jorgensen,3.0,Loudoun County,2.16%,Libertarian,615 - HILLSIDE (10),18.0
Write In,2147483647.0,Loudoun County,1.56%,Write-In,615 - HILLSIDE (10),13.0
Joseph R. Biden,1.0,Loudoun County,42.14%,Democratic,616 - EAGLE RIDGE (10),327.0
Donald J. Trump,2.0,Loudoun County,54.51%,Republican,616 - EAGLE RIDGE (10),423.0
Jo Jorgensen,3.0,Loudoun County,2.71%,Libertarian,616 - EAGLE RIDGE (10),21.0
Write In,2147483647.0,Loudoun County,0.64%,Write-In,616 - EAGLE RIDGE (10),5.0
Joseph R. Biden,1.0,Loudoun County,64.00%,Democratic,617 - OAK GROVE (10),304.0
Donald J. Trump,2.0,Loudoun County,34.32%,Republican,617 - OAK GROVE (10),163.0
Jo Jorgensen,3.0,Loudoun County,1.26%,Libertarian,617 - OAK GROVE (10),6.0
Write In,2147483647.0,Loudoun County,0.42%,Write-In,617 - OAK GROVE (10),2.0
Joseph R. Biden,1.0,Loudoun County,52.04%,Democratic,619 - RIDGETOP (10),166.0
Donald J. Trump,2.0,Loudoun County,46.71%,Republican,619 - RIDGETOP (10),149.0
Jo Jorgensen,3.0,Loudoun County,1.25%,Libertarian,619 - RIDGETOP (10),4.0
Write In,2147483647.0,Loudoun County,0.00%,Write-In,619 - RIDGETOP (10),0.0
Joseph R. Biden,1.0,Loudoun County,45.63%,Democratic,620 - RUSSELL BRANCH (10),402.0
Donald J. Trump,2.0,Loudoun County,51.42%,Republican,620 - RUSSELL BRANCH (10),453.0
Jo Jorgensen,3.0,Loudoun County,2.38%,Libertarian,620 - RUSSELL BRANCH (10),21.0
Write In,2147483647.0,Loudoun County,0.57%,Write-In,620 - RUSSELL BRANCH (10),5.0
Joseph R. Biden,1.0,Loudoun County,45.66%,Democratic,621 - DOMINION TRAIL (10),452.0
Donald J. Trump,2.0,Loudoun County,52.53%,Republican,621 - DOMINION TRAIL (10),520.0
Jo Jorgensen,3.0,Loudoun County,1.11%,Libertarian,621 - DOMINION TRAIL (10),11.0
Write In,2147483647.0,Loudoun County,0.71%,Write-In,621 - DOMINION TRAIL (10),7.0
Joseph R. Biden,1.0,Loudoun County,49.94%,Democratic,622 - FARMWELL STATION (10),429.0
Donald J. Trump,2.0,Loudoun County,48.31%,Republican,622 - FARMWELL STATION (10),415.0
Jo Jorgensen,3.0,Loudoun County,1.16%,Libertarian,622 - FARMWELL STATION (10),10.0
Write In,2147483647.0,Loudoun County,0.58%,Write-In,622 - FARMWELL STATION (10),5.0
Joseph R. Biden,1.0,Loudoun County,45.07%,Democratic,623 - WELLER (10),361.0
Donald J. Trump,2.0,Loudoun County,52.56%,Republican,623 - WELLER (10),421.0
Jo Jorgensen,3.0,Loudoun County,2.00%,Libertarian,623 - WELLER (10),16.0
Write In,2147483647.0,Loudoun County,0.37%,Write-In,623 - WELLER (10),3.0
Joseph R. Biden,1.0,Loudoun County,39.38%,Democratic,625 - MILL RUN (10),139.0
Donald J. Trump,2.0,Loudoun County,58.36%,Republican,625 - MILL RUN (10),206.0
Jo Jorgensen,3.0,Loudoun County,1.70%,Libertarian,625 - MILL RUN (10),6.0
Write In,2147483647.0,Loudoun County,0.57%,Write-In,625 - MILL RUN (10),2.0
Joseph R. Biden,1.0,Loudoun County,39.62%,Democratic,626 - ASHBY PONDS (10),189.0
Donald J. Trump,2.0,Loudoun County,59.12%,Republican,626 - ASHBY PONDS (10),282.0
Jo Jorgensen,3.0,Loudoun County,0.63%,Libertarian,626 - ASHBY PONDS (10),3.0
Write In,2147483647.0,Loudoun County,0.63%,Write-In,626 - ASHBY PONDS (10),3.0
Joseph R. Biden,1.0,Loudoun County,55.78%,Democratic,627 - ASHBROOK (10),169.0
Donald J. Trump,2.0,Loudoun County,41.91%,Republican,627 - ASHBROOK (10),127.0
Jo Jorgensen,3.0,Loudoun County,1.65%,Libertarian,627 - ASHBROOK (10),5.0
Write In,2147483647.0,Loudoun County,0.66%,Write-In,627 - ASHBROOK (10),2.0
Joseph R. Biden,1.0,Loudoun County,49.36%,Democratic,628 - MOOREFIELD STATION (10),500.0
Donald J. Trump,2.0,Loudoun County,47.68%,Republican,628 - MOOREFIELD STATION (10),483.0
Jo Jorgensen,3.0,Loudoun County,2.57%,Libertarian,628 - MOOREFIELD STATION (10),26.0
Write In,2147483647.0,Loudoun County,0.39%,Write-In,628 - MOOREFIELD STATION (10),4.0
Joseph R. Biden,1.0,Loudoun County,50.21%,Democratic,629 - DISCOVERY (10),122.0
Donald J. Trump,2.0,Loudoun County,48.97%,Republican,629 - DISCOVERY (10),119.0
Jo Jorgensen,3.0,Loudoun County,0.82%,Libertarian,629 - DISCOVERY (10),2.0
Write In,2147483647.0,Loudoun County,0.00%,Write-In,629 - DISCOVERY (10),0.0
Joseph R. Biden,1.0,Loudoun County,48.37%,Democratic,701 - SULLY (10),355.0
Donald J. Trump,2.0,Loudoun County,48.64%,Republican,701 - SULLY (10),357.0
Jo Jorgensen,3.0,Loudoun County,2.45%,Libertarian,701 - SULLY (10),18.0
Write In,2147483647.0,Loudoun County,0.54%,Write-In,701 - SULLY (10),4.0
Joseph R. Biden,1.0,Loudoun County,51.55%,Democratic,702 - PARK VIEW (10),382.0
Donald J. Trump,2.0,Loudoun County,46.56%,Republican,702 - PARK VIEW (10),345.0
Jo Jorgensen,3.0,Loudoun County,1.48%,Libertarian,702 - PARK VIEW (10),11.0
Write In,2147483647.0,Loudoun County,0.40%,Write-In,702 - PARK VIEW (10),3.0
Joseph R. Biden,1.0,Loudoun County,61.02%,Democratic,703 - ROLLING RIDGE (10),537.0
Donald J. Trump,2.0,Loudoun County,35.91%,Republican,703 - ROLLING RIDGE (10),316.0
Jo Jorgensen,3.0,Loudoun County,2.27%,Libertarian,703 - ROLLING RIDGE (10),20.0
Write In,2147483647.0,Loudoun County,0.80%,Write-In,703 - ROLLING RIDGE (10),7.0
Joseph R. Biden,1.0,Loudoun County,51.43%,Democratic,705 - FOREST GROVE (10),503.0
Donald J. Trump,2.0,Loudoun County,45.40%,Republican,705 - FOREST GROVE (10),444.0
Jo Jorgensen,3.0,Loudoun County,2.45%,Libertarian,705 - FOREST GROVE (10),24.0
Write In,2147483647.0,Loudoun County,0.72%,Write-In,705 - FOREST GROVE (10),7.0
Joseph R. Biden,1.0,Loudoun County,55.89%,Democratic,707 - CLAUDE MOORE PARK (10),294.0
Donald J. Trump,2.0,Loudoun County,41.25%,Republican,707 - CLAUDE MOORE PARK (10),217.0
Jo Jorgensen,3.0,Loudoun County,2.09%,Libertarian,707 - CLAUDE MOORE PARK (10),11.0
Write In,2147483647.0,Loudoun County,0.76%,Write-In,707 - CLAUDE MOORE PARK (10),4.0
Joseph R. Biden,1.0,Loudoun County,40.00%,Democratic,708 - SENECA (10),232.0
Donald J. Trump,2.0,Loudoun County,56.21%,Republican,708 - SENECA (10),326.0
Jo Jorgensen,3.0,Loudoun County,2.59%,Libertarian,708 - SENECA (10),15.0
Write In,2147483647.0,Loudoun County,1.21%,Write-In,708 - SENECA (10),7.0
Joseph R. Biden,1.0,Loudoun County,53.31%,Democratic,709 - MIRROR RIDGE (10),395.0
Donald J. Trump,2.0,Loudoun County,43.18%,Republican,709 - MIRROR RIDGE (10),320.0
Jo Jorgensen,3.0,Loudoun County,2.16%,Libertarian,709 - MIRROR RIDGE (10),16.0
Write In,2147483647.0,Loudoun County,1.35%,Write-In,709 - MIRROR RIDGE (10),10.0
Joseph R. Biden,1.0,Loudoun County,51.00%,Democratic,710 - STERLING (10),333.0
Donald J. Trump,2.0,Loudoun County,46.40%,Republican,710 - STERLING (10),303.0
Jo Jorgensen,3.0,Loudoun County,1.68%,Libertarian,710 - STERLING (10),11.0
Write In,2147483647.0,Loudoun County,0.92%,Write-In,710 - STERLING (10),6.0
Joseph R. Biden,1.0,Loudoun County,43.36%,Democratic,808 - STONE BRIDGE (10),392.0
Donald J. Trump,2.0,Loudoun County,52.65%,Republican,808 - STONE BRIDGE (10),476.0
Jo Jorgensen,3.0,Loudoun County,2.77%,Libertarian,808 - STONE BRIDGE (10),25.0
Write In,2147483647.0,Loudoun County,1.22%,Write-In,808 - STONE BRIDGE (10),11.0
Joseph R. Biden,1.0,Loudoun County,45.72%,Democratic,810 - CEDAR LANE (10),369.0
Donald J. Trump,2.0,Loudoun County,51.30%,Republican,810 - CEDAR LANE (10),414.0
Jo Jorgensen,3.0,Loudoun County,2.23%,Libertarian,810 - CEDAR LANE (10),18.0
Write In,2147483647.0,Loudoun County,0.74%,Write-In,810 - CEDAR LANE (10),6.0
Joseph R. Biden,1.0,Loudoun County,50.95%,Democratic,813 - SELDENS LANDING (10),349.0
Donald J. Trump,2.0,Loudoun County,45.84%,Republican,813 - SELDENS LANDING (10),314.0
Jo Jorgensen,3.0,Loudoun County,2.04%,Libertarian,813 - SELDENS LANDING (10),14.0
Write In,2147483647.0,Loudoun County,1.17%,Write-In,813 - SELDENS LANDING (10),8.0
Joseph R. Biden,1.0,Loudoun County,30.35%,Democratic,814 - NEWTON - LEE (10),244.0
Donald J. Trump,2.0,Loudoun County,67.16%,Republican,814 - NEWTON - LEE (10),540.0
Jo Jorgensen,3.0,Loudoun County,1.37%,Libertarian,814 - NEWTON - LEE (10),11.0
Write In,2147483647.0,Loudoun County,1.12%,Write-In,814 - NEWTON - LEE (10),9.0
Joseph R. Biden,1.0,Loudoun County,42.34%,Democratic,815 - BELMONT RIDGE (10),224.0
Donald J. Trump,2.0,Loudoun County,54.63%,Republican,815 - BELMONT RIDGE (10),289.0
Jo Jorgensen,3.0,Loudoun County,1.51%,Libertarian,815 - BELMONT RIDGE (10),8.0
Write In,2147483647.0,Loudoun County,1.51%,Write-In,815 - BELMONT RIDGE (10),8.0
Joseph R. Biden,1.0,Loudoun County,42.46%,Democratic,817 - SANDERS CORNER (10),400.0
Donald J. Trump,2.0,Loudoun County,54.25%,Republican,817 - SANDERS CORNER (10),511.0
Jo Jorgensen,3.0,Loudoun County,2.55%,Libertarian,817 - SANDERS CORNER (10),24.0
Write In,2147483647.0,Loudoun County,0.74%,Write-In,817 - SANDERS CORNER (10),7.0
Joseph R. Biden,1.0,Loudoun County,44.52%,Democratic,818 - BROAD RUN (10),276.0
Donald J. Trump,2.0,Loudoun County,54.52%,Republican,818 - BROAD RUN (10),338.0
Jo Jorgensen,3.0,Loudoun County,0.97%,Libertarian,818 - BROAD RUN (10),6.0
Write In,2147483647.0,Loudoun County,0.00%,Write-In,818 - BROAD RUN (10),0.0
Joseph R. Biden,1.0,Loudoun County,42.29%,Democratic,819 - HERITAGE CHURCH (10),277.0
Donald J. Trump,2.0,Loudoun County,55.57%,Republican,819 - HERITAGE CHURCH (10),364.0
Jo Jorgensen,3.0,Loudoun County,1.53%,Libertarian,819 - HERITAGE CHURCH (10),10.0
Write In,2147483647.0,Loudoun County,0.61%,Write-In,819 - HERITAGE CHURCH (10),4.0
Joseph R. Biden,1.0,Loudoun County,44.83%,Democratic,820 - BELMONT STATION (10),282.0
Donald J. Trump,2.0,Loudoun County,52.46%,Republican,820 - BELMONT STATION (10),330.0
Jo Jorgensen,3.0,Loudoun County,1.75%,Libertarian,820 - BELMONT STATION (10),11.0
Write In,2147483647.0,Loudoun County,0.95%,Write-In,820 - BELMONT STATION (10),6.0
Joseph R. Biden,1.0,Loudoun County,44.13%,Democratic,822 - RIVERSIDE (10),237.0
Donald J. Trump,2.0,Loudoun County,52.89%,Republican,822 - RIVERSIDE (10),284.0
Jo Jorgensen,3.0,Loudoun County,2.23%,Libertarian,822 - RIVERSIDE (10),12.0
Write In,2147483647.0,Loudoun County,0.74%,Write-In,822 - RIVERSIDE (10),4.0
Joseph R. Biden,1.0,Louisa County,52.74%,Democratic,# AB - Central Absentee Precinct (07),6092.0
Donald J. Trump,2.0,Louisa County,45.99%,Republican,# AB - Central Absentee Precinct (07),5313.0
Jo Jorgensen,3.0,Louisa County,1.01%,Libertarian,# AB - Central Absentee Precinct (07),117.0
Write In,2147483647.0,Louisa County,0.26%,Write-In,# AB - Central Absentee Precinct (07),30.0
Joseph R. Biden,1.0,Louisa County,56.00%,Democratic,## Provisional (07),42.0
Donald J. Trump,2.0,Louisa County,41.33%,Republican,## Provisional (07),31.0
Jo Jorgensen,3.0,Louisa County,2.67%,Libertarian,## Provisional (07),2.0
Write In,2147483647.0,Louisa County,0.00%,Write-In,## Provisional (07),0.0
Joseph R. Biden,1.0,Louisa County,22.93%,Democratic,101 - ZION (07),238.0
Donald J. Trump,2.0,Louisa County,75.43%,Republican,101 - ZION (07),783.0
Jo Jorgensen,3.0,Louisa County,1.45%,Libertarian,101 - ZION (07),15.0
Write In,2147483647.0,Louisa County,0.19%,Write-In,101 - ZION (07),2.0
Joseph R. Biden,1.0,Louisa County,23.39%,Democratic,102 - MECHANICSVILLE (07),149.0
Donald J. Trump,2.0,Louisa County,73.94%,Republican,102 - MECHANICSVILLE (07),471.0
Jo Jorgensen,3.0,Louisa County,2.67%,Libertarian,102 - MECHANICSVILLE (07),17.0
Write In,2147483647.0,Louisa County,0.00%,Write-In,102 - MECHANICSVILLE (07),0.0
Joseph R. Biden,1.0,Louisa County,24.07%,Democratic,201 - LOUISA #1 (07),129.0
Donald J. Trump,2.0,Louisa County,74.63%,Republican,201 - LOUISA #1 (07),400.0
Jo Jorgensen,3.0,Louisa County,1.12%,Libertarian,201 - LOUISA #1 (07),6.0
Write In,2147483647.0,Louisa County,0.19%,Write-In,201 - LOUISA #1 (07),1.0
Joseph R. Biden,1.0,Louisa County,20.22%,Democratic,202 - LOUISA #2 (07),130.0
Donald J. Trump,2.0,Louisa County,77.92%,Republican,202 - LOUISA #2 (07),501.0
Jo Jorgensen,3.0,Louisa County,1.71%,Libertarian,202 - LOUISA #2 (07),11.0
Write In,2147483647.0,Louisa County,0.16%,Write-In,202 - LOUISA #2 (07),1.0
Joseph R. Biden,1.0,Louisa County,33.82%,Democratic,301 - PATRICK HENRY NO 1 (07),322.0
Donald J. Trump,2.0,Louisa County,63.34%,Republican,301 - PATRICK HENRY NO 1 (07),603.0
Jo Jorgensen,3.0,Louisa County,2.42%,Libertarian,301 - PATRICK HENRY NO 1 (07),23.0
Write In,2147483647.0,Louisa County,0.42%,Write-In,301 - PATRICK HENRY NO 1 (07),4.0
Joseph R. Biden,1.0,Louisa County,29.15%,Democratic,302 - PATRICK HENRY #2 (07),100.0
Donald J. Trump,2.0,Louisa County,67.93%,Republican,302 - PATRICK HENRY #2 (07),233.0
Jo Jorgensen,3.0,Louisa County,2.92%,Libertarian,302 - PATRICK HENRY #2 (07),10.0
Write In,2147483647.0,Louisa County,0.00%,Write-In,302 - PATRICK HENRY #2 (07),0.0
Joseph R. Biden,1.0,Louisa County,15.55%,Democratic,401 - MINERAL (07),148.0
Donald J. Trump,2.0,Louisa County,83.09%,Republican,401 - MINERAL (07),791.0
Jo Jorgensen,3.0,Louisa County,1.26%,Libertarian,401 - MINERAL (07),12.0
Write In,2147483647.0,Louisa County,0.11%,Write-In,401 - MINERAL (07),1.0
Joseph R. Biden,1.0,Louisa County,26.54%,Democratic,402 - YANCEYVILLE (07),86.0
Donald J. Trump,2.0,Louisa County,69.44%,Republican,402 - YANCEYVILLE (07),225.0
Jo Jorgensen,3.0,Louisa County,2.78%,Libertarian,402 - YANCEYVILLE (07),9.0
Write In,2147483647.0,Louisa County,1.23%,Write-In,402 - YANCEYVILLE (07),4.0
Joseph R. Biden,1.0,Louisa County,36.42%,Democratic,501 - FREDERICKS HALL (07),126.0
Donald J. Trump,2.0,Louisa County,61.27%,Republican,501 - FREDERICKS HALL (07),212.0
Jo Jorgensen,3.0,Louisa County,1.73%,Libertarian,501 - FREDERICKS HALL (07),6.0
Write In,2147483647.0,Louisa County,0.58%,Write-In,501 - FREDERICKS HALL (07),2.0
Joseph R. Biden,1.0,Louisa County,17.56%,Democratic,502 - CUCKOO (07),98.0
Donald J. Trump,2.0,Louisa County,80.47%,Republican,502 - CUCKOO (07),449.0
Jo Jorgensen,3.0,Louisa County,1.79%,Libertarian,502 - CUCKOO (07),10.0
Write In,2147483647.0,Louisa County,0.18%,Write-In,502 - CUCKOO (07),1.0
Joseph R. Biden,1.0,Louisa County,14.90%,Democratic,503 - ELK CREEK (07),76.0
Donald J. Trump,2.0,Louisa County,83.73%,Republican,503 - ELK CREEK (07),427.0
Jo Jorgensen,3.0,Louisa County,0.98%,Libertarian,503 - ELK CREEK (07),5.0
Write In,2147483647.0,Louisa County,0.39%,Write-In,503 - ELK CREEK (07),2.0
Joseph R. Biden,1.0,Louisa County,12.67%,Democratic,601 - BUMPASS (07),103.0
Donald J. Trump,2.0,Louisa County,84.99%,Republican,601 - BUMPASS (07),691.0
Jo Jorgensen,3.0,Louisa County,1.97%,Libertarian,601 - BUMPASS (07),16.0
Write In,2147483647.0,Louisa County,0.37%,Write-In,601 - BUMPASS (07),3.0
Joseph R. Biden,1.0,Louisa County,15.04%,Democratic,602 - LOCUST CREEK (07),151.0
Donald J. Trump,2.0,Louisa County,83.47%,Republican,602 - LOCUST CREEK (07),838.0
Jo Jorgensen,3.0,Louisa County,1.39%,Libertarian,602 - LOCUST CREEK (07),14.0
Write In,2147483647.0,Louisa County,0.10%,Write-In,602 - LOCUST CREEK (07),1.0
Joseph R. Biden,1.0,Louisa County,16.03%,Democratic,701 - SHELTONS MILL (07),160.0
Donald J. Trump,2.0,Louisa County,82.46%,Republican,701 - SHELTONS MILL (07),823.0
Jo Jorgensen,3.0,Louisa County,1.10%,Libertarian,701 - SHELTONS MILL (07),11.0
Write In,2147483647.0,Louisa County,0.40%,Write-In,701 - SHELTONS MILL (07),4.0
Joseph R. Biden,1.0,Louisa County,18.77%,Democratic,702 - SOUTH ANNA (07),119.0
Donald J. Trump,2.0,Louisa County,79.34%,Republican,702 - SOUTH ANNA (07),503.0
Jo Jorgensen,3.0,Louisa County,1.74%,Libertarian,702 - SOUTH ANNA (07),11.0
Write In,2147483647.0,Louisa County,0.16%,Write-In,702 - SOUTH ANNA (07),1.0
Joseph R. Biden,1.0,Lunenburg County,52.02%,Democratic,# AB - Central Absentee Precinct (05),1495.0
Donald J. Trump,2.0,Lunenburg County,47.11%,Republican,# AB - Central Absentee Precinct (05),1354.0
Jo Jorgensen,3.0,Lunenburg County,0.77%,Libertarian,# AB - Central Absentee Precinct (05),22.0
Write In,2147483647.0,Lunenburg County,0.10%,Write-In,# AB - Central Absentee Precinct (05),3.0
Joseph R. Biden,1.0,Lunenburg County,85.71%,Democratic,## Provisional (05),12.0
Donald J. Trump,2.0,Lunenburg County,14.29%,Republican,## Provisional (05),2.0
Jo Jorgensen,3.0,Lunenburg County,0.00%,Libertarian,## Provisional (05),0.0
Write In,2147483647.0,Lunenburg County,0.00%,Write-In,## Provisional (05),0.0
Joseph R. Biden,1.0,Lunenburg County,18.56%,Democratic,101 - PLYMOUTH (05),62.0
Donald J. Trump,2.0,Lunenburg County,80.54%,Republican,101 - PLYMOUTH (05),269.0
Jo Jorgensen,3.0,Lunenburg County,0.60%,Libertarian,101 - PLYMOUTH (05),2.0
Write In,2147483647.0,Lunenburg County,0.30%,Write-In,101 - PLYMOUTH (05),1.0
Joseph R. Biden,1.0,Lunenburg County,24.32%,Democratic,201 - BROWNS STORE (05),81.0
Donald J. Trump,2.0,Lunenburg County,75.38%,Republican,201 - BROWNS STORE (05),251.0
Jo Jorgensen,3.0,Lunenburg County,0.30%,Libertarian,201 - BROWNS STORE (05),1.0
Write In,2147483647.0,Lunenburg County,0.00%,Write-In,201 - BROWNS STORE (05),0.0
Joseph R. Biden,1.0,Lunenburg County,16.32%,Democratic,301 - ROSEBUD (05),47.0
Donald J. Trump,2.0,Lunenburg County,82.99%,Republican,301 - ROSEBUD (05),239.0
Jo Jorgensen,3.0,Lunenburg County,0.69%,Libertarian,301 - ROSEBUD (05),2.0
Write In,2147483647.0,Lunenburg County,0.00%,Write-In,301 - ROSEBUD (05),0.0
Joseph R. Biden,1.0,Lunenburg County,23.01%,Democratic,302 - FLAT ROCK (05),81.0
Donald J. Trump,2.0,Lunenburg County,76.42%,Republican,302 - FLAT ROCK (05),269.0
Jo Jorgensen,3.0,Lunenburg County,0.57%,Libertarian,302 - FLAT ROCK (05),2.0
Write In,2147483647.0,Lunenburg County,0.00%,Write-In,302 - FLAT ROCK (05),0.0
Joseph R. Biden,1.0,Lunenburg County,12.14%,Democratic,401 - ARROWHEAD GUN CLUB (05),25.0
Donald J. Trump,2.0,Lunenburg County,87.86%,Republican,401 - ARROWHEAD GUN CLUB (05),181.0
Jo Jorgensen,3.0,Lunenburg County,0.00%,Libertarian,401 - ARROWHEAD GUN CLUB (05),0.0
Write In,2147483647.0,Lunenburg County,0.00%,Write-In,401 - ARROWHEAD GUN CLUB (05),0.0
Joseph R. Biden,1.0,Lunenburg County,19.64%,Democratic,402 - PLEASANT GROVE (05),66.0
Donald J. Trump,2.0,Lunenburg County,79.17%,Republican,402 - PLEASANT GROVE (05),266.0
Jo Jorgensen,3.0,Lunenburg County,0.89%,Libertarian,402 - PLEASANT GROVE (05),3.0
Write In,2147483647.0,Lunenburg County,0.30%,Write-In,402 - PLEASANT GROVE (05),1.0
Joseph R. Biden,1.0,Lunenburg County,36.67%,Democratic,501 - REEDY CREEK (05),66.0
Donald J. Trump,2.0,Lunenburg County,61.67%,Republican,501 - REEDY CREEK (05),111.0
Jo Jorgensen,3.0,Lunenburg County,1.67%,Libertarian,501 - REEDY CREEK (05),3.0
Write In,2147483647.0,Lunenburg County,0.00%,Write-In,501 - REEDY CREEK (05),0.0
Joseph R. Biden,1.0,Lunenburg County,57.21%,Democratic,502 - PEOPLES COMMUNITY CENTER (05),123.0
Donald J. Trump,2.0,Lunenburg County,42.33%,Republican,502 - PEOPLES COMMUNITY CENTER (05),91.0
Jo Jorgensen,3.0,Lunenburg County,0.47%,Libertarian,502 - PEOPLES COMMUNITY CENTER (05),1.0
Write In,2147483647.0,Lunenburg County,0.00%,Write-In,502 - PEOPLES COMMUNITY CENTER (05),0.0
Joseph R. Biden,1.0,Lunenburg County,50.13%,Democratic,601 - HOUNDS CREEK (05),199.0
Donald J. Trump,2.0,Lunenburg County,49.37%,Republican,601 - HOUNDS CREEK (05),196.0
Jo Jorgensen,3.0,Lunenburg County,0.50%,Libertarian,601 - HOUNDS CREEK (05),2.0
Write In,2147483647.0,Lunenburg County,0.00%,Write-In,601 - HOUNDS CREEK (05),0.0
Joseph R. Biden,1.0,Lunenburg County,37.92%,Democratic,701 - MEHERRIN FIRE DEPARTMENT (05),91.0
Donald J. Trump,2.0,Lunenburg County,61.67%,Republican,701 - MEHERRIN FIRE DEPARTMENT (05),148.0
Jo Jorgensen,3.0,Lunenburg County,0.42%,Libertarian,701 - MEHERRIN FIRE DEPARTMENT (05),1.0
Write In,2147483647.0,Lunenburg County,0.00%,Write-In,701 - MEHERRIN FIRE DEPARTMENT (05),0.0
Joseph R. Biden,1.0,Lunenburg County,30.30%,Democratic,702 - VICTORIA PUBLIC LIBRARY (05),70.0
Donald J. Trump,2.0,Lunenburg County,69.26%,Republican,702 - VICTORIA PUBLIC LIBRARY (05),160.0
Jo Jorgensen,3.0,Lunenburg County,0.43%,Libertarian,702 - VICTORIA PUBLIC LIBRARY (05),1.0
Write In,2147483647.0,Lunenburg County,0.00%,Write-In,702 - VICTORIA PUBLIC LIBRARY (05),0.0
Joseph R. Biden,1.0,Madison County,50.13%,Democratic,# AB - Central Absentee Precinct (05),1911.0
Donald J. Trump,2.0,Madison County,48.69%,Republican,# AB - Central Absentee Precinct (05),1856.0
Jo Jorgensen,3.0,Madison County,0.97%,Libertarian,# AB - Central Absentee Precinct (05),37.0
Write In,2147483647.0,Madison County,0.21%,Write-In,# AB - Central Absentee Precinct (05),8.0
Joseph R. Biden,1.0,Madison County,72.73%,Democratic,## Provisional (05),8.0
Donald J. Trump,2.0,Madison County,27.27%,Republican,## Provisional (05),3.0
Jo Jorgensen,3.0,Madison County,0.00%,Libertarian,## Provisional (05),0.0
Write In,2147483647.0,Madison County,0.00%,Write-In,## Provisional (05),0.0
Joseph R. Biden,1.0,Madison County,25.35%,Democratic,001 - OAK PARK (05),128.0
